ID,Tamanho_bp,Descrição,Conteudo_GC
KY490568.1.4147.undefined.-.526,526,KY490568.1.4147.undefined.-.526,58.75
KY490569.1.4148.undefined.-.526,526,KY490569.1.4148.undefined.-.526,58.37
KY490570.1.4149.undefined.-.526,526,KY490570.1.4149.undefined.-.526,58.75
KY490571.1.4150.undefined.-.526,526,KY490571.1.4150.undefined.-.526,58.75
KY490572.1.4151.undefined.-.526,526,KY490572.1.4151.undefined.-.526,58.75
KY490573.1.4152.undefined.-.526,526,KY490573.1.4152.undefined.-.526,58.75
KY490574.1.4153.undefined.-.526,526,KY490574.1.4153.undefined.-.526,58.56
KY490575.1.4154.undefined.-.526,526,KY490575.1.4154.undefined.-.526,58.17
KY490576.1.4155.undefined.-.526,526,KY490576.1.4155.undefined.-.526,58.56
KY490577.1.4156.undefined.-.526,526,KY490577.1.4156.undefined.-.526,58.75
KY490578.1.4157.undefined.-.526,526,KY490578.1.4157.undefined.-.526,58.56
KY490579.1.4158.undefined.-.526,526,KY490579.1.4158.undefined.-.526,58.56
KY490580.1.4159.undefined.-.526,526,KY490580.1.4159.undefined.-.526,58.37
KY490581.1.4160.undefined.-.526,526,KY490581.1.4160.undefined.-.526,58.94
KY493161.1.4161.undefined.-.361,361,KY493161.1.4161.undefined.-.361,55.68
KY493162.1.4162.undefined.-.492,492,KY493162.1.4162.undefined.-.492,57.32
KY493163.1.4163.undefined.-.492,492,KY493163.1.4163.undefined.-.492,57.52
KY493164.1.4164.undefined.-.361,361,KY493164.1.4164.undefined.-.361,55.96
KY493165.1.4165.undefined.-.492,492,KY493165.1.4165.undefined.-.492,57.11
KY493166.1.4166.undefined.-.361,361,KY493166.1.4166.undefined.-.361,56.11
KY493167.1.4167.undefined.-.361,361,KY493167.1.4167.undefined.-.361,56.51
KY493168.1.4168.undefined.-.492,492,KY493168.1.4168.undefined.-.492,57.32
KY493169.1.4169.undefined.-.359,359,KY493169.1.4169.undefined.-.359,55.43
KY493170.1.4170.undefined.-.492,492,KY493170.1.4170.undefined.-.492,57.32
KY493171.1.4171.undefined.-.361,361,KY493171.1.4171.undefined.-.361,56.51
KY493172.1.4172.undefined.-.361,361,KY493172.1.4172.undefined.-.361,55.96
KY493173.1.4173.undefined.-.361,361,KY493173.1.4173.undefined.-.361,55.68
KY493174.1.4174.undefined.-.361,361,KY493174.1.4174.undefined.-.361,55.68
KY493175.1.4175.undefined.-.361,361,KY493175.1.4175.undefined.-.361,55.96
KY493176.1.4176.undefined.-.492,492,KY493176.1.4176.undefined.-.492,56.91
KY493177.1.4177.undefined.-.361,361,KY493177.1.4177.undefined.-.361,55.68
KY493178.1.4178.undefined.-.361,361,KY493178.1.4178.undefined.-.361,55.96
KY493179.1.4179.undefined.-.361,361,KY493179.1.4179.undefined.-.361,55.96
KY493180.1.4180.undefined.-.492,492,KY493180.1.4180.undefined.-.492,57.11
KY493181.1.4181.undefined.-.361,361,KY493181.1.4181.undefined.-.361,57.34
KY493182.1.4182.undefined.-.361,361,KY493182.1.4182.undefined.-.361,55.96
KY493183.1.4183.undefined.-.492,492,KY493183.1.4183.undefined.-.492,57.32
KY493184.1.4184.undefined.-.361,361,KY493184.1.4184.undefined.-.361,54.29
KY493185.1.4185.undefined.-.379,379,KY493185.1.4185.undefined.-.379,56.2
KY493186.1.4186.undefined.-.507,507,KY493186.1.4186.undefined.-.507,57.4
KY493187.1.4187.undefined.-.379,379,KY493187.1.4187.undefined.-.379,55.82
KY493188.1.4188.undefined.-.366,366,KY493188.1.4188.undefined.-.366,55.07
KY493189.1.4189.undefined.-.369,369,KY493189.1.4189.undefined.-.369,57.18
KY493190.1.4190.undefined.-.338,338,KY493190.1.4190.undefined.-.338,51.63
KY493191.1.4191.undefined.-.451,451,KY493191.1.4191.undefined.-.451,55.43
KY493192.1.4192.undefined.-.611,611,KY493192.1.4192.undefined.-.611,58.27
KY493193.1.4193.undefined.-.523,523,KY493193.1.4193.undefined.-.523,56.6
KY493194.1.4194.undefined.-.523,523,KY493194.1.4194.undefined.-.523,57.55
KY493195.1.4195.undefined.-.523,523,KY493195.1.4195.undefined.-.523,57.55
KY493196.1.4196.undefined.-.612,612,KY493196.1.4196.undefined.-.612,57.68
KY493197.1.4197.undefined.-.523,523,KY493197.1.4197.undefined.-.523,57.74
KY493198.1.4198.undefined.-.523,523,KY493198.1.4198.undefined.-.523,57.36
KY493199.1.4199.undefined.-.523,523,KY493199.1.4199.undefined.-.523,57.66
KY493200.1.4200.undefined.-.523,523,KY493200.1.4200.undefined.-.523,57.74
KY493202.1.4201.undefined.-.523,523,KY493202.1.4201.undefined.-.523,57.55
KY493203.1.4202.undefined.-.523,523,KY493203.1.4202.undefined.-.523,57.74
KY493204.1.4203.undefined.-.523,523,KY493204.1.4203.undefined.-.523,56.79
KY493205.1.4204.undefined.-.612,612,KY493205.1.4204.undefined.-.612,57.84
KY493206.1.4205.undefined.-.523,523,KY493206.1.4205.undefined.-.523,57.74
KY493207.1.4206.undefined.-.523,523,KY493207.1.4206.undefined.-.523,57.55
KY493209.1.4207.undefined.-.612,612,KY493209.1.4207.undefined.-.612,57.52
KY493210.1.4208.undefined.-.612,612,KY493210.1.4208.undefined.-.612,57.68
KY493211.1.4209.undefined.-.523,523,KY493211.1.4209.undefined.-.523,57.55
KY493212.1.4210.undefined.-.523,523,KY493212.1.4210.undefined.-.523,57.74
KY493213.1.4211.undefined.-.577,577,KY493213.1.4211.undefined.-.577,57.91
KY493214.1.4212.undefined.-.523,523,KY493214.1.4212.undefined.-.523,57.74
KY493215.1.4213.undefined.-.611,611,KY493215.1.4213.undefined.-.611,57.61
KY493216.1.4214.undefined.-.523,523,KY493216.1.4214.undefined.-.523,57.36
KY493217.1.4215.undefined.-.612,612,KY493217.1.4215.undefined.-.612,57.68
KY493218.1.4216.undefined.-.523,523,KY493218.1.4216.undefined.-.523,57.28
KY493219.1.4217.undefined.-.612,612,KY493219.1.4217.undefined.-.612,57.35
KY493220.1.4218.undefined.-.523,523,KY493220.1.4218.undefined.-.523,57.47
KY493221.1.4219.undefined.-.523,523,KY493221.1.4219.undefined.-.523,58.05
KY493222.1.4220.undefined.-.523,523,KY493222.1.4220.undefined.-.523,57.47
KY493223.1.4221.undefined.-.523,523,KY493223.1.4221.undefined.-.523,57.74
KY493224.1.4222.undefined.-.523,523,KY493224.1.4222.undefined.-.523,56.6
KY493225.1.4223.undefined.-.612,612,KY493225.1.4223.undefined.-.612,58.5
KY493226.1.4224.undefined.-.523,523,KY493226.1.4224.undefined.-.523,58.32
KY493227.1.4225.undefined.-.523,523,KY493227.1.4225.undefined.-.523,57.36
KY493228.1.4226.undefined.-.523,523,KY493228.1.4226.undefined.-.523,56.41
KY493229.1.4227.undefined.-.523,523,KY493229.1.4227.undefined.-.523,57.55
KY493230.1.4228.undefined.-.523,523,KY493230.1.4228.undefined.-.523,57.55
KY493231.1.4229.undefined.-.523,523,KY493231.1.4229.undefined.-.523,57.55
KY493232.1.4230.undefined.-.611,611,KY493232.1.4230.undefined.-.611,56.79
KY493233.1.4231.undefined.-.500,500,KY493233.1.4231.undefined.-.500,53.2
KY493234.1.4232.undefined.-.612,612,KY493234.1.4232.undefined.-.612,55.72
KY493235.1.4233.undefined.-.523,523,KY493235.1.4233.undefined.-.523,55.07
KY493236.1.4234.undefined.-.612,612,KY493236.1.4234.undefined.-.612,55.72
KY493237.1.4235.undefined.-.612,612,KY493237.1.4235.undefined.-.612,55.72
KY493238.1.4236.undefined.-.523,523,KY493238.1.4236.undefined.-.523,54.68
KY493239.1.4237.undefined.-.523,523,KY493239.1.4237.undefined.-.523,57.55
KY498772.1.4238.undefined.-.8902,8902,KY498772.1.4238.undefined.-.8902,53.26
KY510690.1.4239.undefined.-.643,643,KY510690.1.4239.undefined.-.643,59.1
KY510691.1.4240.undefined.-.642,642,KY510691.1.4240.undefined.-.642,59.35
KY655277.1.4241.undefined.-.463,463,KY655277.1.4241.undefined.-.463,58.53
KY655278.1.4242.undefined.-.498,498,KY655278.1.4242.undefined.-.498,57.81
KY655279.1.4243.undefined.-.554,554,KY655279.1.4243.undefined.-.554,56.96
KY655280.1.4244.undefined.-.554,554,KY655280.1.4244.undefined.-.554,56.86
KY655281.1.4245.undefined.-.552,552,KY655281.1.4245.undefined.-.552,56.99
KY655282.1.4246.undefined.-.553,553,KY655282.1.4246.undefined.-.553,56.83
KY655302.1.4247.undefined.-.470,470,KY655302.1.4247.undefined.-.470,53.04
KY655303.1.4248.undefined.-.495,495,KY655303.1.4248.undefined.-.495,52.12
KY655304.1.4249.undefined.-.495,495,KY655304.1.4249.undefined.-.495,51.72
KY655305.1.4250.undefined.-.495,495,KY655305.1.4250.undefined.-.495,51.52
KY655306.1.4251.undefined.-.495,495,KY655306.1.4251.undefined.-.495,52.32
KY655307.1.4252.undefined.-.495,495,KY655307.1.4252.undefined.-.495,51.72
L02533.1.4253.undefined.mel1.1392,1392,L02533.1.4253.undefined.mel1.1392,50.36
L02534.1.4254.undefined.mel5.9039,9039,L02534.1.4254.undefined.mel5.9039,53.55
L03561.2.4255.undefined.-.9043,9043,L03561.2.4255.undefined.-.9043,53.75
L03562.2.4256.undefined.-.9033,9033,L03562.2.4256.undefined.-.9033,53.75
L06853.1.4257.undefined.-.784,784,L06853.1.4257.undefined.-.784,56.76
L06854.1.4258.undefined.-.1586,1586,L06854.1.4258.undefined.-.1586,51.58
L06855.1.4259.undefined.-.1024,1024,L06855.1.4259.undefined.-.1024,52.83
L06856.1.4260.undefined.-.482,482,L06856.1.4260.undefined.-.482,54.77
L06857.1.4261.undefined.-.721,721,L06857.1.4261.undefined.-.721,56.87
L06858.1.4262.undefined.-.1586,1586,L06858.1.4262.undefined.-.1586,51.58
L06859.1.4263.undefined.-.1024,1024,L06859.1.4263.undefined.-.1024,53.91
L06860.1.4264.undefined.-.477,477,L06860.1.4264.undefined.-.477,55.14
L08405.1.4265.undefined.-.140,140,L08405.1.4265.undefined.-.140,59.29
L08406.1.4266.undefined.-.118,118,L08406.1.4266.undefined.-.118,58.47
L08408.1.4267.undefined.-.140,140,L08408.1.4267.undefined.-.140,42.14
L08409.1.4268.undefined.-.140,140,L08409.1.4268.undefined.-.140,41.43
L08432.1.4269.undefined.-.514,514,L08432.1.4269.undefined.-.514,57.98
L10074.1.4270.undefined.clone,382,L10074.1.4270.undefined.clone pUC 19-SeyTSP 1 & 3.382,57.33
L10341.1.4271.undefined.RD-1.4312,4312,L10341.1.4271.undefined.RD-1.4312,54.34
L11456.1.4272.undefined.-.8956,8956,L11456.1.4272.undefined.-.8956,54.25
L13774.1.4273.undefined.-.939,939,L13774.1.4273.undefined.-.939,50.91
L13775.1.4274.undefined.-.298,298,L13775.1.4274.undefined.-.298,51.68
L13776.1.4275.undefined.-.624,624,L13776.1.4275.undefined.-.624,54.49
L13777.1.4276.undefined.-.468,468,L13777.1.4276.undefined.-.468,57.48
L19438.1.4277.undefined.-.147,147,L19438.1.4277.undefined.-.147,45.52
L20637.1.4278.undefined.-.246,246,L20637.1.4278.undefined.-.246,50.81
L20638.1.4279.undefined.-.92,92,L20638.1.4279.undefined.-.92,51.09
L20639.1.4280.undefined.-.140,140,L20639.1.4280.undefined.-.140,41.43
L20641.1.4281.undefined.-.140,140,L20641.1.4281.undefined.-.140,41.43
L20734.1.4282.undefined.-.8957,8957,L20734.1.4282.undefined.-.8957,54.23
L26585.1.4283.undefined.2030.940,940,L26585.1.4283.undefined.2030.940,51.17
L26586.1.4284.undefined.2313.940,940,L26586.1.4284.undefined.2313.940,50.43
L27561.1.4285.undefined.BL37132.140,140,L27561.1.4285.undefined.BL37132.140,40.71
L27563.1.4286.undefined.ZA35533.140,140,L27563.1.4286.undefined.ZA35533.140,41.43
L27564.1.4287.undefined.ZA35548.140,140,L27564.1.4287.undefined.ZA35548.140,41.43
L27565.1.4288.undefined.ZA35570.140,140,L27565.1.4288.undefined.ZA35570.140,40.71
L27566.1.4289.undefined.ZA35574.140,140,L27566.1.4289.undefined.ZA35574.140,40.0
L27567.1.4290.undefined.-.140,140,L27567.1.4290.undefined.-.140,41.43
L27568.1.4291.undefined.ZA35579.140,140,L27568.1.4291.undefined.ZA35579.140,40.71
L27569.1.4292.undefined.ZA35580.140,140,L27569.1.4292.undefined.ZA35580.140,41.43
L27570.1.4293.undefined.ZA35581.140,140,L27570.1.4293.undefined.ZA35581.140,41.43
L27571.1.4294.undefined.ZA35593.140,140,L27571.1.4294.undefined.ZA35593.140,42.14
L33265.1.4295.undefined.2315.940,940,L33265.1.4295.undefined.2315.940,50.53
L33266.1.4296.undefined.2316.940,940,L33266.1.4296.undefined.2316.940,50.64
L33700.1.4297.undefined.-.239,239,L33700.1.4297.undefined.-.239,51.05
L33701.1.4298.undefined.-.239,239,L33701.1.4298.undefined.-.239,51.05
L33702.1.4299.undefined.-.239,239,L33702.1.4299.undefined.-.239,51.05
L33703.1.4300.undefined.BEL1.239,239,L33703.1.4300.undefined.BEL1.239,51.46
L33704.1.4301.undefined.NIH-CTCL-11.239,239,L33704.1.4301.undefined.NIH-CTCL-11.239,51.88
L33705.1.4302.undefined.MEL1.239,239,L33705.1.4302.undefined.MEL1.239,49.79
L33706.1.4303.undefined.MJFr1.239,239,L33706.1.4303.undefined.MJFr1.239,52.3
L33707.1.4304.undefined.MJFr2.239,239,L33707.1.4304.undefined.MJFr2.239,51.88
L33708.1.4305.undefined.MJK.239,239,L33708.1.4305.undefined.MJK.239,51.88
L33709.1.4306.undefined.MJOC1.239,239,L33709.1.4306.undefined.MJOC1.239,51.88
L33710.1.4307.undefined.MJOC2.239,239,L33710.1.4307.undefined.MJOC2.239,51.88
L33711.1.4308.undefined.MJPO.239,239,L33711.1.4308.undefined.MJPO.239,51.88
L33712.1.4309.undefined.MJS.239,239,L33712.1.4309.undefined.MJS.239,51.88
L33713.1.4310.undefined.MJT/P1.239,239,L33713.1.4310.undefined.MJT/P1.239,51.88
L33714.1.4311.undefined.MJT/P2.239,239,L33714.1.4311.undefined.MJT/P2.239,52.3
L36541.1.4312.undefined.-.521,521,L36541.1.4312.undefined.-.521,52.59
L36542.1.4313.undefined.-.521,521,L36542.1.4313.undefined.-.521,51.06
L36543.1.4314.undefined.-.521,521,L36543.1.4314.undefined.-.521,50.48
L36544.1.4315.undefined.-.521,521,L36544.1.4315.undefined.-.521,52.02
L36545.1.4316.undefined.-.521,521,L36545.1.4316.undefined.-.521,52.59
L36546.1.4317.undefined.-.521,521,L36546.1.4317.undefined.-.521,51.82
L36905.1.4318.undefined.Boi.9035,9035,L36905.1.4318.undefined.Boi.9035,53.78
L37129.1.4319.undefined.-.452,452,L37129.1.4319.undefined.-.452,62.17
L37130.1.4320.undefined.-.451,451,L37130.1.4320.undefined.-.451,61.86
L37131.1.4321.undefined.-.450,450,L37131.1.4321.undefined.-.450,61.78
L37132.1.4322.undefined.-.448,448,L37132.1.4322.undefined.-.448,63.17
L37133.1.4323.undefined.-.451,451,L37133.1.4323.undefined.-.451,62.08
L37134.1.4324.undefined.-.450,450,L37134.1.4324.undefined.-.450,61.78
L37135.1.4325.undefined.-.458,458,L37135.1.4325.undefined.-.458,62.01
L37136.1.4326.undefined.-.451,451,L37136.1.4326.undefined.-.451,62.97
L37137.1.4327.undefined.-.451,451,L37137.1.4327.undefined.-.451,62.53
L37138.1.4328.undefined.-.449,449,L37138.1.4328.undefined.-.449,62.58
L37139.1.4329.undefined.-.449,449,L37139.1.4329.undefined.-.449,62.36
L37140.1.4330.undefined.-.451,451,L37140.1.4330.undefined.-.451,61.86
L37141.1.4331.undefined.-.451,451,L37141.1.4331.undefined.-.451,62.53
L37142.1.4332.undefined.-.451,451,L37142.1.4332.undefined.-.451,62.31
L37143.1.4333.undefined.-.449,449,L37143.1.4333.undefined.-.449,62.14
L37144.1.4334.undefined.-.449,449,L37144.1.4334.undefined.-.449,62.36
L37145.1.4335.undefined.-.450,450,L37145.1.4335.undefined.-.450,62.44
L37146.1.4336.undefined.-.451,451,L37146.1.4336.undefined.-.451,61.86
L41674.1.4337.undefined.-.252,252,L41674.1.4337.undefined.-.252,55.56
L41675.1.4338.undefined.-.252,252,L41675.1.4338.undefined.-.252,55.56
L41676.1.4339.undefined.-.417,417,L41676.1.4339.undefined.-.417,58.75
L41677.1.4340.undefined.-.651,651,L41677.1.4340.undefined.-.651,54.69
L42221.1.4341.undefined.KUW-1.512,512,L42221.1.4341.undefined.KUW-1.512,53.12
L42223.1.4342.undefined.KUW-2.512,512,L42223.1.4342.undefined.KUW-2.512,53.12
L42224.1.4343.undefined.KUW-3.512,512,L42224.1.4343.undefined.KUW-3.512,53.12
L42225.1.4344.undefined.KUW-3.704,704,L42225.1.4344.undefined.KUW-3.704,58.66
L42253.1.4345.undefined.KUW-1.704,704,L42253.1.4345.undefined.KUW-1.704,58.66
L42254.1.4346.undefined.KUW-1.140,140,L42254.1.4346.undefined.KUW-1.140,42.14
L42255.1.4347.undefined.KUW-2.704,704,L42255.1.4347.undefined.KUW-2.704,58.66
L42256.1.4348.undefined.KUW-2.140,140,L42256.1.4348.undefined.KUW-2.140,42.14
L42257.1.4349.undefined.KUW-3.140,140,L42257.1.4349.undefined.KUW-3.140,42.14
L42507.1.4350.undefined.-.626,626,L42507.1.4350.undefined.-.626,58.15
L42508.1.4351.undefined.-.624,624,L42508.1.4351.undefined.-.624,58.17
L42509.1.4352.undefined.-.625,625,L42509.1.4352.undefined.-.625,57.92
L42510.1.4353.undefined.-.625,625,L42510.1.4353.undefined.-.625,58.24
L46595.1.4354.undefined.PH120.522,522,L46595.1.4354.undefined.PH120.522,51.92
L46596.1.4355.undefined.PH121.522,522,L46596.1.4355.undefined.PH121.522,52.68
L46597.1.4356.undefined.PH122.522,522,L46597.1.4356.undefined.PH122.522,52.11
L46598.1.4357.undefined.PH123.522,522,L46598.1.4357.undefined.PH123.522,51.53
L46599.1.4358.undefined.PH153.522,522,L46599.1.4358.undefined.PH153.522,52.49
L46600.1.4359.undefined.PH154.522,522,L46600.1.4359.undefined.PH154.522,51.15
L46601.1.4360.undefined.PH157.522,522,L46601.1.4360.undefined.PH157.522,52.3
L46602.1.4361.undefined.PH238.522,522,L46602.1.4361.undefined.PH238.522,52.11
L46603.1.4362.undefined.PH239.522,522,L46603.1.4362.undefined.PH239.522,51.34
L46604.1.4363.undefined.PH71.522,522,L46604.1.4363.undefined.PH71.522,51.92
L46606.1.4364.undefined.PH333.522,522,L46606.1.4364.undefined.PH333.522,51.34
L46607.1.4365.undefined.PH184.522,522,L46607.1.4365.undefined.PH184.522,51.92
L46608.1.4366.undefined.PH185.522,522,L46608.1.4366.undefined.PH185.522,51.92
L46609.1.4367.undefined.PH186.522,522,L46609.1.4367.undefined.PH186.522,51.92
L46610.1.4368.undefined.PH179.522,522,L46610.1.4368.undefined.PH179.522,52.68
L46611.1.4369.undefined.PH111.522,522,L46611.1.4369.undefined.PH111.522,51.92
L46612.1.4370.undefined.PH52.522,522,L46612.1.4370.undefined.PH52.522,52.68
L46613.1.4371.undefined.839.522,522,L46613.1.4371.undefined.839.522,52.11
L46614.1.4372.undefined.716.522,522,L46614.1.4372.undefined.716.522,51.92
L46615.1.4373.undefined.PH240.522,522,L46615.1.4373.undefined.PH240.522,51.53
L46616.1.4374.undefined.T49.522,522,L46616.1.4374.undefined.T49.522,52.3
L46617.1.4375.undefined.PH63.522,522,L46617.1.4375.undefined.PH63.522,52.68
L46618.1.4376.undefined.IGOU.522,522,L46618.1.4376.undefined.IGOU.522,52.68
L46619.1.4377.undefined.GAB7.522,522,L46619.1.4377.undefined.GAB7.522,51.34
L46620.1.4378.undefined.GAB4.522,522,L46620.1.4378.undefined.GAB4.522,51.92
L46621.1.4379.undefined.GAB3.522,522,L46621.1.4379.undefined.GAB3.522,51.92
L46622.1.4380.undefined.GAB2.522,522,L46622.1.4380.undefined.GAB2.522,51.15
L46623.1.4381.undefined.2316.522,522,L46623.1.4381.undefined.2316.522,52.3
L46624.1.4382.undefined.2318.522,522,L46624.1.4382.undefined.2318.522,51.72
L46625.1.4383.undefined.2313.522,522,L46625.1.4383.undefined.2313.522,52.11
L46626.1.4384.undefined.2307.522,522,L46626.1.4384.undefined.2307.522,52.3
L46627.1.4385.undefined.PH236.522,522,L46627.1.4385.undefined.PH236.522,52.3
L46628.1.4386.undefined.BSABE.522,522,L46628.1.4386.undefined.BSABE.522,51.92
L46629.1.4387.undefined.27H01.522,522,L46629.1.4387.undefined.27H01.522,52.11
L46630.1.4388.undefined.SDen.522,522,L46630.1.4388.undefined.SDen.522,51.92
L46631.1.4389.undefined.I59.522,522,L46631.1.4389.undefined.I59.522,52.49
L46632.1.4390.undefined.K435.522,522,L46632.1.4390.undefined.K435.522,52.68
L46636.1.4391.undefined.K361.522,522,L46636.1.4391.undefined.K361.522,52.3
L46637.1.4392.undefined.K418.522,522,L46637.1.4392.undefined.K418.522,52.68
L46638.1.4393.undefined.PH198.522,522,L46638.1.4393.undefined.PH198.522,51.34
L46639.1.4394.undefined.MAS.522,522,L46639.1.4394.undefined.MAS.522,52.87
L46640.1.4395.undefined.010102.522,522,L46640.1.4395.undefined.010102.522,52.11
L46641.1.4396.undefined.12503.522,522,L46641.1.4396.undefined.12503.522,52.11
L46642.1.4397.undefined.12504.522,522,L46642.1.4397.undefined.12504.522,52.3
L46643.1.4398.undefined.12505.522,522,L46643.1.4398.undefined.12505.522,52.11
L46644.1.4399.undefined.pyg294cult.522,522,L46644.1.4399.undefined.pyg294cult.522,51.92
L46645.1.4400.undefined.H23.522,522,L46645.1.4400.undefined.H23.522,50.96
L46646.1.4401.undefined.H24.522,522,L46646.1.4401.undefined.H24.522,51.92
L46647.1.4402.undefined.911.522,522,L46647.1.4402.undefined.911.522,52.68
L46648.1.4403.undefined.afs3.522,522,L46648.1.4403.undefined.afs3.522,52.68
L46649.1.4404.undefined.afs2.522,522,L46649.1.4404.undefined.afs2.522,52.49
L46650.1.4405.undefined.afs1.522,522,L46650.1.4405.undefined.afs1.522,52.3
L48558.1.4406.undefined.G2-4.522,522,L48558.1.4406.undefined.G2-4.522,52.11
L48559.1.4407.undefined.B5-1.522,522,L48559.1.4407.undefined.B5-1.522,51.92
L48560.1.4408.undefined.428maurit.522,522,L48560.1.4408.undefined.428maurit.522,51.72
L48561.1.4409.undefined.482guinbiss.522,522,L48561.1.4409.undefined.482guinbiss.522,52.3
L76025.1.4410.undefined.-.754,754,L76025.1.4410.undefined.-.754,57.56
L76026.1.4411.undefined.-.754,754,L76026.1.4411.undefined.-.754,57.69
L76027.1.4412.undefined.-.755,755,L76027.1.4412.undefined.-.755,57.35
L76028.1.4413.undefined.-.754,754,L76028.1.4413.undefined.-.754,57.29
L76029.1.4414.undefined.-.753,753,L76029.1.4414.undefined.-.753,57.77
L76030.1.4415.undefined.-.754,754,L76030.1.4415.undefined.-.754,57.43
L76034.1.4416.undefined.-.756,756,L76034.1.4416.undefined.-.756,57.54
L76039.2.4417.undefined.2420,790,L76039.2.4417.undefined.2420 ATL.790,50.0
L76040.1.4418.undefined.Patient,940,L76040.1.4418.undefined.Patient 2449 French Guiana Maroni River.940,50.74
L76041.2.4419.undefined.Patient,940,L76041.2.4419.undefined.Patient 2703 TSP Guadeloupe.940,51.38
L76042.2.4420.undefined.2704.940,940,L76042.2.4420.undefined.2704.940,51.06
L76043.2.4421.undefined.Patient,940,L76043.2.4421.undefined.Patient 2705 Ocular Syndrome Guadeloupe.940,51.28
L76044.2.4422.undefined.Patient,940,L76044.2.4422.undefined.Patient 2707 Ocular Syndrome Guadeloupe.940,51.38
L76045.2.4423.undefined.Patient,940,L76045.2.4423.undefined.Patient 2709 Ocular Syndrome Guadeloupe.940,51.28
L76046.2.4424.undefined.Patient,940,L76046.2.4424.undefined.Patient 2711 Ocular Syndrome Guadeloupe.940,51.28
L76047.2.4425.undefined.Patient,940,L76047.2.4425.undefined.Patient 2712 Ocular Syndrome Guadeloupe.940,51.38
L76048.2.4426.undefined.2011.940,940,L76048.2.4426.undefined.2011.940,51.49
L76049.2.4427.undefined.2014.940,940,L76049.2.4427.undefined.2014.940,51.28
L76050.2.4428.undefined.2031.940,940,L76050.2.4428.undefined.2031.940,51.38
L76051.1.4429.undefined.2032.940,940,L76051.1.4429.undefined.2032.940,51.6
L76052.2.4430.undefined.2036.940,940,L76052.2.4430.undefined.2036.940,50.96
L76053.2.4431.undefined.2037.940,940,L76053.2.4431.undefined.2037.940,51.06
L76054.2.4432.undefined.2049.940,940,L76054.2.4432.undefined.2049.940,51.17
L76055.1.4433.undefined.2052.940,940,L76055.1.4433.undefined.2052.940,51.06
L76056.2.4434.undefined.2055.940,940,L76056.2.4434.undefined.2055.940,50.43
L76057.2.4435.undefined.2056.940,940,L76057.2.4435.undefined.2056.940,51.38
L76058.2.4436.undefined.2058.940,940,L76058.2.4436.undefined.2058.940,51.38
L76059.2.4437.undefined.2060.940,940,L76059.2.4437.undefined.2060.940,51.38
L76060.2.4438.undefined.2071.940,940,L76060.2.4438.undefined.2071.940,51.49
L76061.2.4439.undefined.2072.940,940,L76061.2.4439.undefined.2072.940,51.49
L76062.2.4440.undefined.-.940,940,L76062.2.4440.undefined.-.940,51.49
L76063.2.4441.undefined.-.940,940,L76063.2.4441.undefined.-.940,51.28
L76064.2.4442.undefined.-.940,940,L76064.2.4442.undefined.-.940,51.28
L76065.2.4443.undefined.-.940,940,L76065.2.4443.undefined.-.940,51.28
L76066.2.4444.undefined.2085.940,940,L76066.2.4444.undefined.2085.940,51.28
L76067.2.4445.undefined.2086.940,940,L76067.2.4445.undefined.2086.940,51.38
L76068.2.4446.undefined.-.940,940,L76068.2.4446.undefined.-.940,51.49
L76069.1.4447.undefined.2091.930,930,L76069.1.4447.undefined.2091.930,50.86
L76070.1.4448.undefined.2092.930,930,L76070.1.4448.undefined.2092.930,50.97
L76071.1.4449.undefined.2093.930,930,L76071.1.4449.undefined.2093.930,50.86
L76072.1.4450.undefined.2097.940,940,L76072.1.4450.undefined.2097.940,51.49
L76073.2.4451.undefined.-.940,940,L76073.2.4451.undefined.-.940,51.38
L76074.2.4452.undefined.-.940,940,L76074.2.4452.undefined.-.940,51.38
L76075.2.4453.undefined.-.940,940,L76075.2.4453.undefined.-.940,51.38
L76076.2.4454.undefined.-.940,940,L76076.2.4454.undefined.-.940,51.38
L76305.1.4455.undefined.T49.755,755,L76305.1.4455.undefined.T49.755,57.09
L76306.1.4456.undefined.StDen.755,755,L76306.1.4456.undefined.StDen.755,56.69
L76307.1.4457.undefined.PH236.756,756,L76307.1.4457.undefined.PH236.756,57.28
L76308.1.4458.undefined.H24.758,758,L76308.1.4458.undefined.H24.758,56.86
L76309.1.4459.undefined.12503.757,757,L76309.1.4459.undefined.12503.757,56.41
L76310.1.4460.undefined.pyg19.756,756,L76310.1.4460.undefined.pyg19.756,57.01
L76311.1.4461.undefined.GAB7.756,756,L76311.1.4461.undefined.GAB7.756,56.08
L76312.1.4462.undefined.H23.756,756,L76312.1.4462.undefined.H23.756,57.41
L76414.1.4463.undefined.pyg19.522,522,L76414.1.4463.undefined.pyg19.522,50.96
L76415.1.4464.undefined.BCAM.522,522,L76415.1.4464.undefined.BCAM.522,51.92
L77212.1.4465.undefined.afs911.754,754,L77212.1.4465.undefined.afs911.754,57.96
L77235.1.4466.undefined.-.718,718,L77235.1.4466.undefined.-.718,57.8
L77236.1.4467.undefined.-.718,718,L77236.1.4467.undefined.-.718,57.8
L77237.1.4468.undefined.-.718,718,L77237.1.4468.undefined.-.718,57.94
L77238.1.4469.undefined.-.718,718,L77238.1.4469.undefined.-.718,57.52
L77239.1.4470.undefined.-.718,718,L77239.1.4470.undefined.-.718,57.8
